responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority
,OTROS PANAMERICANA S-N MALLARITOS PANAMERICANA S-N MALLARITOS MARCAVELICA SULLANA PIURA,,2033,,,SULLANA,,1975,,,,,,PIURA,,2033,PUESTO DE SALUD MALLARITOS,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALLARITOS, MARCAVELICA, SULLANA, PIURA, PERU","OTROS PANAMERICANA S-N MALLARITOS PANAMERICANA S-N MALLARITOS MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA AV. GRAU S-N LA GOLONDRINA AV. GRAU S-N LA GOLONDRINA MARCAVELICA SULLANA PIURA,,2034,,,SULLANA,,1976,,,,,,PIURA,,2034,LA GOLONDRINA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"LA GOLONDRINA, MARCAVELICA, SULLANA, PIURA, PERU","AVENIDA AV. GRAU S-N LA GOLONDRINA AV. GRAU S-N LA GOLONDRINA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO MALLARES CASERIO MALLARES MARCAVELICA SULLANA PIURA,,2035,,,SULLANA,,1977,,,,,,PIURA,,2035,PUESTO DE SALUD MALLARES,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALLARES, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO MALLARES CASERIO MALLARES MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA AV. GRAU S/N MONTERON S/N AV. GRAU S/N MONTERON MARCAVELICA SULLANA PIURA,,2036,,,SULLANA,,1978,,,,,,PIURA,,2036,PUESTO DE SALUD MONTERON,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MONTERON, MARCAVELICA, SULLANA, PIURA, PERU","AVENIDA AV. GRAU S/N MONTERON S/N AV. GRAU S/N MONTERON MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO TANGARARA CASERIO TANGARARA MARCAVELICA SULLANA PIURA,,2037,,,SULLANA,,1979,,,,,,PIURA,,2037,PUESTO DE SALUD TANGARARA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TANGARARA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO TANGARARA CASERIO TANGARARA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SAMAN MALLARES CASERIO SAMAN MALLARES MARCAVELICA SULLANA PIURA,,2038,,,SULLANA,,1980,,,,,,PIURA,,2038,PUESTO DE SALUD SAMAN,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAMAN, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO SAMAN MALLARES CASERIO SAMAN MALLARES MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO VISTA FLORIDA - MARCAVELICA CASERIO VISTA FLORIDA - MARCAVELICA MARCAVELICA SULLANA PIURA,,2039,,,SULLANA,,1981,,,,,,PIURA,,2039,PUESTO DE SALUD VISTA FLORIDA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD VISTA FLORIDA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO VISTA FLORIDA - MARCAVELICA CASERIO VISTA FLORIDA - MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA NORIA- MARCAVELICA CASERIO LA NORIA- MARCAVELICA MARCAVELICA SULLANA PIURA,,2040,,,SULLANA,,1982,,,,,,PIURA,,2040,PUESTO DE SALUD LA NORIA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA NORIA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO LA NORIA- MARCAVELICA CASERIO LA NORIA- MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS BARRIO CENTRO S-N LA QUINTA BARRIO CENTRO S-N LA QUINTA MARCAVELICA SULLANA PIURA,,2041,,,SULLANA,,1983,,,,,,PIURA,,2041,PUESTO DE SALUD LA QUINTA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA QUINTA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS BARRIO CENTRO S-N LA QUINTA BARRIO CENTRO S-N LA QUINTA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO S/N AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO IGNACIO ESCUDERO SULLANA PIURA,,2042,,,SULLANA,,1984,,,,,,PIURA,,2042,CENTRO DE SALUD IGNACIO ESCUDERO,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD IGNACIO ESCUDERO, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","AVENIDA AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO S/N AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SAN JUAN DE LA VIRGEN CASERIO SAN JUAN DE LA VIRGEN IGNACIO ESCUDERO SULLANA PIURA,,2043,,,SULLANA,,1985,,,,,,PIURA,,2043,PUESTO DE SALUD SAN JUAN DE LA VIRGEN,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN JUAN DE LA VIRGEN, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SAN JUAN DE LA VIRGEN CASERIO SAN JUAN DE LA VIRGEN IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO MONTELIMA CASERIO MONTELIMA IGNACIO ESCUDERO SULLANA PIURA,,2044,,,SULLANA,,1986,,,,,,PIURA,,2044,PUESTO DE SALUD MONTE LIMA,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MONTE LIMA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO MONTELIMA CASERIO MONTELIMA IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SANTA SOFIA CASERIO SANTA SOFIA IGNACIO ESCUDERO SULLANA PIURA,,2045,,,SULLANA,,1987,,,,,,PIURA,,2045,PUESTO DE SALUD SANTA SOFIA,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA SOFIA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SANTA SOFIA CASERIO SANTA SOFIA IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SAN MIGUEL CASERIO SAN MIGUEL IGNACIO ESCUDERO SULLANA PIURA,,2046,,,SULLANA,,1988,,,,,,PIURA,,2046,PUESTO DE SALUD SAN MIGUEL,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN MIGUEL, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SAN MIGUEL CASERIO SAN MIGUEL IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE BOLIVAR S/N AMOTAPE S/N CALLE BOLIVAR S/N AMOTAPE AMOTAPE PAITA PIURA,,2047,,,PAITA,,1989,,,,,,PIURA,,2047,PUESTO DE SALUD AMOTAPE,,AMOTAPE,200502,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD AMOTAPE, AMOTAPE, PAITA, PIURA, PERU","CALLE CALLE BOLIVAR S/N AMOTAPE S/N CALLE BOLIVAR S/N AMOTAPE AMOTAPE PAITA PIURA, AMOTAPE, PAITA, PIURA, PERU","AMOTAPE, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO EL TAMBO CASERIO EL TAMBO AMOTAPE PAITA PIURA,,2048,,,PAITA,,1990,,,,,,PIURA,,2048,PUESTO DE SALUD EL TAMBO,,AMOTAPE,200502,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL TAMBO, AMOTAPE, PAITA, PIURA, PERU","OTROS CASERIO EL TAMBO CASERIO EL TAMBO AMOTAPE PAITA PIURA, AMOTAPE, PAITA, PIURA, PERU","AMOTAPE, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE CONSTITUCION S/N TAMARINDO S/N CALLE CONSTITUCION S/N TAMARINDO TAMARINDO PAITA PIURA,,2049,,,PAITA,,1991,,,,,,PIURA,,2049,CENTRO DE SALUD TAMARINDO,,TAMARINDO,200506,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TAMARINDO, TAMARINDO, PAITA, PIURA, PERU","CALLE CALLE CONSTITUCION S/N TAMARINDO S/N CALLE CONSTITUCION S/N TAMARINDO TAMARINDO PAITA PIURA, TAMARINDO, PAITA, PIURA, PERU","TAMARINDO, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE MIGUEL GRAU N° 525 CALLE MIGUEL GRAU N° 525 QUERECOTILLO SULLANA PIURA,,2050,,,SULLANA,,1992,,,,,,PIURA,,2050,CENTRO DE SALUD QUERECOTILLO,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD QUERECOTILLO, QUERECOTILLO, SULLANA, PIURA, PERU","CALLE CALLE MIGUEL GRAU N° 525 CALLE MIGUEL GRAU N° 525 QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SAN FRANCISCO CHOCAN CASERIO SAN FRANCISCO CHOCAN QUERECOTILLO SULLANA PIURA,,2052,,,SULLANA,,1993,,,,,,PIURA,,2052,PUESTO DE SALUD SAN FRANCISCO DE CHOCAN,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN FRANCISCO DE CHOCAN, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO SAN FRANCISCO CHOCAN CASERIO SAN FRANCISCO CHOCAN QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA PEÑA -LA HORCA CASERIO LA PEÑA -LA HORCA QUERECOTILLO SULLANA PIURA,,2053,,,SULLANA,,1994,,,,,,PIURA,,2053,PUESTO DE SALUD LA PEÑA - LA HORCA,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA PEÑA - LA HORCA, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO LA PEÑA -LA HORCA CASERIO LA PEÑA -LA HORCA QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS LA MARGARITA LA MARGARITA QUERECOTILLO SULLANA PIURA,,2054,,,SULLANA,,1995,,,,,,PIURA,,2054,PUESTO DE SALUD LA MARGARITA,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA MARGARITA, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS LA MARGARITA LA MARGARITA QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SANTA VICTORIA CASERIO SANTA VICTORIA QUERECOTILLO SULLANA PIURA,,2055,,,SULLANA,,1996,,,,,,PIURA,,2055,PUESTO SALUD SANTA VICTORIA,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD SANTA VICTORIA, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO SANTA VICTORIA CASERIO SANTA VICTORIA QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PUENTE DE LOS SERRANOS CASERIO PUENTE DE LOS SERRANOS QUERECOTILLO SULLANA PIURA,,2056,,,SULLANA,,1997,,,,,,PIURA,,2056,PUESTO DE SALUD PUENTE DE LOS SERRANOS,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PUENTE DE LOS SERRANOS, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO PUENTE DE LOS SERRANOS CASERIO PUENTE DE LOS SERRANOS QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO STA. CRUZ CASERIO STA. CRUZ QUERECOTILLO SULLANA PIURA,,2057,,,SULLANA,,1998,,,,,,PIURA,,2057,PUESTO DE SALUD SANTA CRUZ,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA CRUZ, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO STA. CRUZ CASERIO STA. CRUZ QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS TRANSV. GALVEZ CON BOLOGNESI SALITRAL TRANSV. GALVEZ CON BOLOGNESI SALITRAL SALITRAL SULLANA PIURA,,2058,,,SULLANA,,1999,,,,,,PIURA,,2058,CENTRO DE SALUD SALITRAL,,SALITRAL,200608,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SALITRAL, SALITRAL, SULLANA, PIURA, PERU","OTROS TRANSV. GALVEZ CON BOLOGNESI SALITRAL TRANSV. GALVEZ CON BOLOGNESI SALITRAL SALITRAL SULLANA PIURA, SALITRAL, SULLANA, PIURA, PERU","SALITRAL, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE BOLIVAR S/N - MIRAFLORES S/N CALLE BOLIVAR S/N - MIRAFLORES SALITRAL SULLANA PIURA,,2059,,,SULLANA,,2000,,,,,,PIURA,,2059,PUESTO DE SALUD MIRAFLORES,,SALITRAL,200608,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MIRAFLORES, SALITRAL, SULLANA, PIURA, PERU","CALLE CALLE BOLIVAR S/N - MIRAFLORES S/N CALLE BOLIVAR S/N - MIRAFLORES SALITRAL SULLANA PIURA, SALITRAL, SULLANA, PIURA, PERU","SALITRAL, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE SAN LUCAS S/N LANCONES S/N CALLE SAN LUCAS S/N LANCONES LANCONES SULLANA PIURA,,2060,,,SULLANA,,2001,,,,,,PIURA,,2060,CENTRO DE SALUD LANCONES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LANCONES, LANCONES, SULLANA, PIURA, PERU","CALLE CALLE SAN LUCAS S/N LANCONES S/N CALLE SAN LUCAS S/N LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO ENCUENTRO DE PILARES CASERIO ENCUENTRO DE PILARES LANCONES SULLANA PIURA,,2061,,,SULLANA,,2002,,,,,,PIURA,,2061,PUESTO DE SALUD ENCUENTRO DE PILARES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD ENCUENTRO DE PILARES, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO ENCUENTRO DE PILARES CASERIO ENCUENTRO DE PILARES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO JAHUAY NEGRO - LANCONES CASERIO JAHUAY NEGRO - LANCONES LANCONES SULLANA PIURA,,2062,,,SULLANA,,2003,,,,,,PIURA,,2062,PUESTO DE SALUD JAHUAY NEGRO,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JAHUAY NEGRO, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO JAHUAY NEGRO - LANCONES CASERIO JAHUAY NEGRO - LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO HUASIMAL DE LA SOLANA CASERIO HUASIMAL DE LA SOLANA LANCONES SULLANA PIURA,,2063,,,SULLANA,,2004,,,,,,PIURA,,2063,PUESTO DE SALUD HUASIMAL DE LA SOLANA,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD HUASIMAL DE LA SOLANA, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO HUASIMAL DE LA SOLANA CASERIO HUASIMAL DE LA SOLANA LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PLAYAS DE ROMERO CASERIO PLAYAS DE ROMERO LANCONES SULLANA PIURA,,2064,,,SULLANA,,2005,,,,,,PIURA,,2064,PUESTO DE SALUD PLAYAS DE ROMERO,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PLAYAS DE ROMERO, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO PLAYAS DE ROMERO CASERIO PLAYAS DE ROMERO LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO EL ALAMOR - LANCONES CASERIO EL ALAMOR - LANCONES LANCONES SULLANA PIURA,,2065,,,SULLANA,,2006,,,,,,PIURA,,2065,PUESTO DE SALUD EL ALAMOR,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL ALAMOR, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO EL ALAMOR - LANCONES CASERIO EL ALAMOR - LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO QUEBRADA SECA CASERIO QUEBRADA SECA LANCONES SULLANA PIURA,,2066,,,SULLANA,,2007,,,,,,PIURA,,2066,PUESTO DE SALUD QUEBRADA SECA,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD QUEBRADA SECA, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO QUEBRADA SECA CASERIO QUEBRADA SECA LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO EL PITAYO DISTRITO LANCONES PROVINCIA SULLANA DEPARTAMENTO PIURA,,2067,,,SULLANA,,2008,,,,,,PIURA,,2067,PUESTO DE SALUD EL PITAYO,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL PITAYO, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO EL PITAYO DISTRITO LANCONES PROVINCIA SULLANA DEPARTAMENTO PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CHILACO PELADOS CASERIO CHILACO PELADOS LANCONES SULLANA PIURA,,2068,,,SULLANA,,2009,,,,,,PIURA,,2068,PUESTO DE SALUD CHILACO PELADOS,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHILACO PELADOS, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO CHILACO PELADOS CASERIO CHILACO PELADOS LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PILARES CASERIO PILARES LANCONES SULLANA PIURA,,2069,,,SULLANA,,2010,,,,,,PIURA,,2069,PUESTO DE SALUD PILARES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PILARES, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO PILARES CASERIO PILARES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CHORRERA DE PULGUERAS CASERIO CHORRERA DE PULGUERAS LANCONES SULLANA PIURA,,2070,,,SULLANA,,2011,,,,,,PIURA,,2070,PUESTO DE SALUD CHORRERA DE PULGUERAS,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHORRERA DE PULGUERAS, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO CHORRERA DE PULGUERAS CASERIO CHORRERA DE PULGUERAS LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERÍO LA PEÑITA - LANCONES CASERÍO LA PEÑITA - LANCONES LANCONES SULLANA PIURA,,2071,,,SULLANA,,2012,,,,,,PIURA,,2071,PUESTO DE SALUD LA PEÑITA - LANCONES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA PEÑITA - LANCONES, LANCONES, SULLANA, PIURA, PERU","OTROS CASERÍO LA PEÑITA - LANCONES CASERÍO LA PEÑITA - LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CASAS QUEMADAS - LANCONES CASERIO CASAS QUEMADAS - LANCONES LANCONES SULLANA PIURA,,2072,,,SULLANA,,2013,,,,,,PIURA,,2072,PUESTO DE SALUD CASAS QUEMADAS,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CASAS QUEMADAS, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO CASAS QUEMADAS - LANCONES CASERIO CASAS QUEMADAS - LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA AV. SAN MARTIN 17 TALARA AV. SAN MARTIN 17 TALARA PARIÑAS TALARA PIURA,,2073,,,TALARA,,2014,,,,,,PIURA,,2073,CENTRO DE SALUD JOSE ABELARDO QUINONES,,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD JOSE ABELARDO QUINONES, PARIÑAS, TALARA, PIURA, PERU","AVENIDA AV. SAN MARTIN 17 TALARA AV. SAN MARTIN 17 TALARA PARIÑAS TALARA PIURA, PARIÑAS, TALARA, PIURA, PERU","PARIÑAS, TALARA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA AVENIDA GRAU S/N EXPOLICLINICO PETROPERU S/N AVENIDA GRAU S/N EXPOLICLINICO PETROPERU PARIÑAS TALARA PIURA,,2074,,,TALARA,,2015,,,,,,PIURA,,2074,CENTRO DE SALUD TALARA II,,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TALARA II, PARIÑAS, TALARA, PIURA, PERU","AVENIDA AVENIDA GRAU S/N EXPOLICLINICO PETROPERU S/N AVENIDA GRAU S/N EXPOLICLINICO PETROPERU PARIÑAS TALARA PIURA, PARIÑAS, TALARA, PIURA, PERU","PARIÑAS, TALARA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS URB. SUD AMERICA D-14 TALARA URB. SUD AMERICA D-14 TALARA LA BREA TALARA PIURA,,2075,,,TALARA,,2016,,,,,,PIURA,,2075,CENTRO DE SALUD NEGRITOS,,LA BREA,200703,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD NEGRITOS, LA BREA, TALARA, PIURA, PERU","OTROS URB. SUD AMERICA D-14 TALARA URB. SUD AMERICA D-14 TALARA LA BREA TALARA PIURA, LA BREA, TALARA, PIURA, PERU","LA BREA, TALARA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS LAMBAYEQUE S/N NEGRITOS S/N LAMBAYEQUE S/N NEGRITOS LA BREA TALARA PIURA,,2076,,,TALARA,,2017,,,,,,PIURA,,2076,PUESTO DE SALUD SAN PABLO,,LA BREA,200703,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN PABLO, LA BREA, TALARA, PIURA, PERU","OTROS LAMBAYEQUE S/N NEGRITOS S/N LAMBAYEQUE S/N NEGRITOS LA BREA TALARA PIURA, LA BREA, TALARA, PIURA, PERU","LA BREA, TALARA, PIURA, PERU",,,,,,PENDING,,PRIMARY
