responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox,lat_round,lon_round
,OTROS ALFONSO UGARTE S/N VICHAYAL S/N ALFONSO UGARTE S/N VICHAYAL VICHAYAL PAITA PIURA,,2078,,,PAITA,,2019,,,,,,PIURA,,2078,CENTRO DE SALUD VICHAYAL,,VICHAYAL,200507,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD VICHAYAL, VICHAYAL, PAITA, PIURA, PERU","OTROS ALFONSO UGARTE S/N VICHAYAL S/N ALFONSO UGARTE S/N VICHAYAL VICHAYAL PAITA PIURA, VICHAYAL, PAITA, PIURA, PERU","VICHAYAL, PAITA, PIURA, PERU",-4.8651182,-81.0726136,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD VICHAYAL, VICHAYAL, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:15.028793,"Centro de Salud Vichayal, Carretera Costanera II, Las Valencias, Portachuelo, San Felipe de Vichayal, Vichayal, Paita, Piura, Perú",clinic,3.874189364457187e-05,"['-4.8652060', '-4.8650490', '-81.0728120', '-81.0724145']",-4.86512,-81.07261
,OTROS CASERIO MIRAMAR CASERIO MIRAMAR VICHAYAL PAITA PIURA,,2079,,,PAITA,,2020,,,,,,PIURA,,2079,PUESTO DE SALUD MIRAMAR,,VICHAYAL,200507,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MIRAMAR, VICHAYAL, PAITA, PIURA, PERU","OTROS CASERIO MIRAMAR CASERIO MIRAMAR VICHAYAL PAITA PIURA, VICHAYAL, PAITA, PIURA, PERU","VICHAYAL, PAITA, PIURA, PERU",-4.8722839,-81.1008006,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD MIRAMAR, VICHAYAL, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:18.176331,"Puesto de Salud Miramar, Carretera Costanera II, Las Valencias, Portachuelo, San Felipe de Vichayal, Vichayal, Paita, Piura, Perú",doctors,3.874189364457187e-05,"['-4.8723339', '-4.8722339', '-81.1008506', '-81.1007506']",-4.87228,-81.1008
,AVENIDA AV. PANAMERICANA NORTE S/N ORGANOS S/N AV. PANAMERICANA NORTE S/N ORGANOS LOS ORGANOS TALARA PIURA,,2080,,,TALARA,,2021,,,,,,PIURA,,2080,"CENTRO DE SALUD ""LOS ORGANOS""",,LOS ORGANOS,200705,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""LOS ORGANOS"", LOS ORGANOS, TALARA, PIURA, PERU","AVENIDA AV. PANAMERICANA NORTE S/N ORGANOS S/N AV. PANAMERICANA NORTE S/N ORGANOS LOS ORGANOS TALARA PIURA, LOS ORGANOS, TALARA, PIURA, PERU","LOS ORGANOS, TALARA, PIURA, PERU",-4.1765953,-81.1273383,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD ""LOS ORGANOS"", LOS ORGANOS, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:21.286887,"Centro de Salud Los Órganos, Carretera Panamericana Norte, Miraflores, Los Órganos, Talara, Piura, 20840, Perú",clinic,3.500190737769158e-05,"['-4.1772828', '-4.1759051', '-81.1279975', '-81.1266832']",-4.1766,-81.12734
,OTROS SANCHEZ CERRO S-N EL ÑURO SANCHEZ CERRO S-N EL ÑURO LOS ORGANOS TALARA PIURA,,2081,,,TALARA,,2022,,,,,,PIURA,,2081,PUESTO DE SALUD EL ÑURO,,LOS ORGANOS,200705,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL ÑURO, LOS ORGANOS, TALARA, PIURA, PERU","OTROS SANCHEZ CERRO S-N EL ÑURO SANCHEZ CERRO S-N EL ÑURO LOS ORGANOS TALARA PIURA, LOS ORGANOS, TALARA, PIURA, PERU","LOS ORGANOS, TALARA, PIURA, PERU",-4.2160898,-81.1706028,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD EL ÑURO, LOS ORGANOS, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:24.038546,"Puesto de Salud El Ñuro, Carretera Costanera I, Bahia Tortugas, El Ñuro, Los Órganos, Talara, Piura, Perú",doctors,3.500190737769158e-05,"['-4.2161743', '-4.2160054', '-81.1706873', '-81.1705183']",-4.21609,-81.1706
,OTROS CALETA CABO BLANCO- EL ALTO DISTRITO EL ALTO PROVINCIA TALARA DEPARTAMENTO PIURA,,2083,,,TALARA,,2024,,,,,,PIURA,,2083,PUESTO DE SALUD CABO BLANCO,,EL ALTO,200702,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CABO BLANCO, EL ALTO, TALARA, PIURA, PERU","OTROS CALETA CABO BLANCO- EL ALTO DISTRITO EL ALTO PROVINCIA TALARA DEPARTAMENTO PIURA, EL ALTO, TALARA, PIURA, PERU","EL ALTO, TALARA, PIURA, PERU",-4.2512228,-81.2310862,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD CABO BLANCO, EL ALTO, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:30.264160,"Puesto de Salud Cabo Blanco, Carretera Costanera I, Cabo Blanco, El Alto, Talara, Piura, Perú",doctors,3.500190737769158e-05,"['-4.2512693', '-4.2511764', '-81.2312354', '-81.2309370']",-4.25122,-81.23109
,AVENIDA AVENIDA GRAU N° 645 AVENIDA GRAU N° 645 MANCORA TALARA PIURA,,6627,,,TALARA,,6467,,,,,,PIURA,,6627,CENTRO DE SALUD MANCORA,,MANCORA,200706,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MANCORA, MANCORA, TALARA, PIURA, PERU","AVENIDA AVENIDA GRAU N° 645 AVENIDA GRAU N° 645 MANCORA TALARA PIURA, MANCORA, TALARA, PIURA, PERU","MANCORA, TALARA, PIURA, PERU",-4.1056284,-81.0459201,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD MANCORA, MANCORA, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:33.521116,"Centro de Salud Máncora, 645, Calle Tumbes, Barrio Santa Rosa, Máncora, Talara, Piura, 20851, Perú",clinic,4.0000762951049326e-05,"['-4.1058558', '-4.1053502', '-81.0461663', '-81.0457003']",-4.10563,-81.04592
,AVENIDA AV. FELIPE SANTIAGO SALAVERRY TALARA AV. FELIPE SANTIAGO SALAVERRY TALARA PARIÑAS TALARA PIURA,,7718,,,TALARA,,7211,,,,,,PIURA,,7718,PUESTO DE SALUD FELIPE SANTIAGO SALAVERRY,,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD FELIPE SANTIAGO SALAVERRY, PARIÑAS, TALARA, PIURA, PERU","AVENIDA AV. FELIPE SANTIAGO SALAVERRY TALARA AV. FELIPE SANTIAGO SALAVERRY TALARA PARIÑAS TALARA PIURA, PARIÑAS, TALARA, PIURA, PERU","PARIÑAS, TALARA, PIURA, PERU",-4.5900299,-81.1750729,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD FELIPE SANTIAGO SALAVERRY, PARIÑAS, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:14:14.810918,"Puesto de Salud Felipe Santiago Salaverry, Carretera Panamericana Norte, Luis Negreiros Vega, Talara, Pariñas, Talara, Piura, Perú",clinic,4.874265659566671e-05,"['-4.5901476', '-4.5899129', '-81.1752051', '-81.1749333']",-4.59003,-81.17507
,OTROS COMUNIDAD CAMPESIAN DE JORAS COMUNIDAD CAMPESIAN DE JORAS AYABACA AYABACA PIURA,,10726,,,AYABACA,,10711,,,,,,PIURA,,10726,PUESTO DE SALUD JORAS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JORAS, AYABACA, AYABACA, PIURA, PERU","OTROS COMUNIDAD CAMPESIAN DE JORAS COMUNIDAD CAMPESIAN DE JORAS AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.5649483,-79.6841993,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD JORAS, AYABACA, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:14:39.555903,"Puesto de Salud Joras, PI-655, Sochabamba, Huiriquingue, Distrito de Ayabaca, Ayabaca, Piura, Perú",doctors,3.750133516437045e-05,"['-4.5649983', '-4.5648983', '-79.6842493', '-79.6841493']",-4.56495,-79.6842
,OTROS COMUNIDAD CAMPESINA SOCCHABAMBA COMUNIDAD CAMPESINA SOCCHABAMBA AYABACA AYABACA PIURA,,10727,,,AYABACA,,10718,,,,,,PIURA,,10727,PUESTO DE SALUD SOCCHABAMBA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SOCCHABAMBA, AYABACA, AYABACA, PIURA, PERU","OTROS COMUNIDAD CAMPESINA SOCCHABAMBA COMUNIDAD CAMPESINA SOCCHABAMBA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6045211,-79.666442,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SOCCHABAMBA, AYABACA, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:14:42.636316,"Puesto de Salud Socchabamba, Longitudinal de la Sierra Norte, Miraflores de Tacalpo, Tacalpo, Distrito de Ayabaca, Ayabaca, Piura, Perú",doctors,3.500190737769158e-05,"['-4.6045711', '-4.6044711', '-79.6664920', '-79.6663920']",-4.60452,-79.66644
,OTROS CASERIO HUALCUY - AYABACA CASERIO HUALCUY - AYABACA AYABACA AYABACA PIURA,,19125,,,AYABACA,,18716,,,,,,PIURA,,19125,PUESTO DE SALUD HUALCUY,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD HUALCUY, AYABACA, AYABACA, PIURA, PERU","OTROS CASERIO HUALCUY - AYABACA CASERIO HUALCUY - AYABACA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.7479412,-79.6118811,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD HUALCUY, AYABACA, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:14:52.057379,"Puesto de Salud Hualcuy, Longitudinal de la Sierra Norte, Morropon, Tacalpo, Distrito de Ayabaca, Ayabaca, Piura, Perú",doctors,3.500190737769158e-05,"['-4.7479912', '-4.7478912', '-79.6119311', '-79.6118311']",-4.74794,-79.61188
,OTROS CASERIO RODEOPAMPA - AYABACA CASERIO RODEOPAMPA - AYABACA AYABACA AYABACA PIURA,,19837,,,AYABACA,,19448,,,,,,PIURA,,19837,PUESTO DE SALUD RODEOPAMPA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD RODEOPAMPA, AYABACA, AYABACA, PIURA, PERU","OTROS CASERIO RODEOPAMPA - AYABACA CASERIO RODEOPAMPA - AYABACA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6732321,-79.6184916,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD RODEOPAMPA, AYABACA, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:15:01.495754,"Puesto de Salud Rodeopampa, PI-694, El Carmen, Tacalpo, Distrito de Ayabaca, Ayabaca, Piura, Perú",doctors,3.750133516437045e-05,"['-4.6732821', '-4.6731821', '-79.6185416', '-79.6184416']",-4.67323,-79.61849
,OTROS CASERIO HUILCO - AYABACA CASERIO HUILCO - AYABACA AYABACA AYABACA PIURA,,19844,,,AYABACA,,19450,,,,,,PIURA,,19844,PUESTO DE SALUD HUILCO,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD HUILCO, AYABACA, AYABACA, PIURA, PERU","OTROS CASERIO HUILCO - AYABACA CASERIO HUILCO - AYABACA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6151437,-79.4995409,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD HUILCO, AYABACA, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:15:04.194723,"Puesto de Salud Huilco, PI-677, Union Alta, El Toldo, Distrito de Ayabaca, Ayabaca, Piura, Perú",doctors,3.750133516437045e-05,"['-4.6151937', '-4.6150937', '-79.4995909', '-79.4994909']",-4.61514,-79.49954
