responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaAtencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioActividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipoDocumentoCategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numeroCategoria,microred,inspecion,idmicrored
,JIRÓN JR. MONTERO 400 AYABACA JR. MONTERO 400 AYABACA AYABACA AYABACA PIURA ,,00001911,,,AYABACA,,1853,,,,,,PIURA,,00001911,CENTRO DE SALUD AYABACA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO TAPAL- AYABACA CASERIO TAPAL- AYABACA AYABACA AYABACA PIURA ,,00001912,,,AYABACA,,1854,,,,,,PIURA,,00001912,PUESTO DE SALUD DE TAPAL,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CHIN CHIN - AYABACA CASERIO CHIN CHIN - AYABACA AYABACA AYABACA PIURA ,,00001913,,,AYABACA,,1855,,,,,,PIURA,,00001913,PUESTO DE SALUD DE CHINCHIN,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO OLLEROS - AYABACA CASERIO OLLEROS - AYABACA AYABACA AYABACA PIURA ,,00001914,,,AYABACA,,1856,,,,,,PIURA,,00001914,PUESTO DE SALUD OLLEROS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO ARAGOTO- AYABACA CASERIO ARAGOTO- AYABACA AYABACA AYABACA PIURA ,,00001915,,,AYABACA,,1857,,,,,,PIURA,,00001915,PUESTO DE SALUD ARAGOTO,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CHOCAN - AYABACA CASERIO CHOCAN - AYABACA AYABACA AYABACA PIURA ,,00001916,,,AYABACA,,1858,,,,,,PIURA,,00001916,PUESTO DE SALUD CHOCAN,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CCOMUNIDAD TACALPO SECTOR YANCHALA - AYABACA CCOMUNIDAD TACALPO SECTOR YANCHALA - AYABACA AYABACA AYABACA PIURA ,,00001917,,,AYABACA,,1859,,,,,,PIURA,,00001917,PUESTO DE SALUD YANCHALA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO ARREYPITE PINGOLA - AYABACA CASERIO ARREYPITE PINGOLA - AYABACA AYABACA AYABACA PIURA ,,00001918,,,AYABACA,,1860,,,,,,PIURA,,00001918,PUESTO DE SALUD ARREYPITE - PINGOLA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CALVAS DE SAMANGA - AYABACA CASERIO CALVAS DE SAMANGA - AYABACA AYABACA AYABACA PIURA ,,00001919,,,AYABACA,,1861,,,,,,PIURA,,00001919,PUESTO DE SALUD CALVAS DE SAMANGA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO DE ESPINDOLA COMUNIDAD DE SAMANGA CASERIO DE ESPINDOLA COMUNIDAD DE SAMANGA AYABACA AYABACA PIURA ,,00001920,,,AYABACA,,1862,,,,,,PIURA,,00001920,PUESTO DE SALUD ESPINDOLA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO REMOLINOS- AYABACA CASERIO REMOLINOS- AYABACA AYABACA AYABACA PIURA ,,00001921,,,AYABACA,,1863,,,,,,PIURA,,00001921,PUESTO DE SALUD REMOLINOS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO ANDURCO CASERIO ANDURCO AYABACA AYABACA PIURA ,,00001922,,,AYABACA,,1864,,,,,,PIURA,,00001922,PUESTO DE SALUD ANDURCO,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO HUIRIQUINGUE- AYABACA CASERIO HUIRIQUINGUE- AYABACA AYABACA AYABACA PIURA ,,00001923,,,AYABACA,,1865,,,,,,PIURA,,00001923,PUESTO DE SALUD HUIRIQUINGUE,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO HUACHUMA - AYABACA CASERIO HUACHUMA - AYABACA AYABACA AYABACA PIURA ,,00001924,,,AYABACA,,1866,,,,,,PIURA,,00001924,PUESTO DE SALUD HUACHUMA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SAUSAL - AYABACA CASERIO SAUSAL - AYABACA AYABACA AYABACA PIURA ,,00001925,,,AYABACA,,1867,,,,,,PIURA,,00001925,PUESTO DE SALUD SAUSAL,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO EL TOLDO CASERIO EL TOLDO AYABACA AYABACA PIURA ,,00001926,,,AYABACA,,1868,,,,,,PIURA,,00001926,PUESTO DE SALUD EL TOLDO,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SAMANGUILLA - AYABACA CASERIO SAMANGUILLA - AYABACA AYABACA AYABACA PIURA ,,00001927,,,AYABACA,,1869,,,,,,PIURA,,00001927,PUESTO DE SALUD SAMANGUILLA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CHARAN - AYABACA CASERIO CHARAN - AYABACA AYABACA AYABACA PIURA ,,00001928,,,AYABACA,,1870,,,,,,PIURA,,00001928,PUESTO DE SALUD CHARAN,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LAGUNAS DE CANGLY CASERIO LAGUNAS DE CANGLY AYABACA AYABACA PIURA ,,00001929,,,AYABACA,,1871,,,,,,PIURA,,00001929,PUESTO DE SALUD LAGUNAS DE CANGLY,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PORTACHUELO YANTA - AYABACA CASERIO PORTACHUELO YANTA - AYABACA AYABACA AYABACA PIURA ,,00001930,,,AYABACA,,1872,,,,,,PIURA,,00001930,PUESTO DE SALUD PORTACHUELO DE YANTA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERÍO GICLAS - AYABACA CASERÍO GICLAS - AYABACA AYABACA AYABACA PIURA ,,00001931,,,AYABACA,,1873,,,,,,PIURA,,00001931,PUESTO DE SALUD GICLAS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,JIRÓN JR. CUZCO S/N BARRIO JUAN VELASCO A. S/N JR. CUZCO S/N BARRIO JUAN VELASCO A. LAS LOMAS PIURA PIURA ,,00001932,,,PIURA,,1874,,,,,,PIURA,,00001932,CENTRO DE SALUD LAS LOMAS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO POTRERILO LAS LOMAS CASERIO POTRERILO LAS LOMAS LAS LOMAS PIURA PIURA ,,00001933,,,PIURA,,1875,,,,,,PIURA,,00001933,PUESTO DE SALUD POTRERILLO,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CHIPILLICO CASERIO CHIPILLICO LAS LOMAS PIURA PIURA ,,00001934,,,PIURA,,1876,,,,,,PIURA,,00001934,PUESTO DE SALUD CHIPILLICO,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERÍO EL SAUCE - LAS LOMAS CASERÍO EL SAUCE - LAS LOMAS LAS LOMAS PIURA PIURA ,,00001935,,,PIURA,,1877,,,,,,PIURA,,00001935,PUESTO DE SALUD EL SAUCE-LAS LOMAS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PAMPA ELERA BAJA CASERIO PAMPA ELERA BAJA LAS LOMAS PIURA PIURA ,,00001936,,,PIURA,,1878,,,,,,PIURA,,00001936,PUESTO DE SALUD PAMPA ELERA BAJA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PELINGARA LAS LOMAS CASERIO PELINGARA LAS LOMAS LAS LOMAS PIURA PIURA ,,00001937,,,PIURA,,1879,,,,,,PIURA,,00001937,PUESTO DE SALUD PELINGARA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO HUACHUMA ALTA - LAS LOMAS CASERIO HUACHUMA ALTA - LAS LOMAS LAS LOMAS PIURA PIURA ,,00001938,,,PIURA,,1880,,,,,,PIURA,,00001938,PUESTO DE SALUD HUACHUMA ALTA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SAN FRANCISCO DE PAMPA ELERA CASERIO SAN FRANCISCO DE PAMPA ELERA LAS LOMAS PIURA PIURA ,,00001939,,,PIURA,,1881,,,,,,PIURA,,00001939,PUESTO DE SALUD SAN FRANCISCO DE PAMPA ELERA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SANTA ELENA - LAS LOMAS CASERIO SANTA ELENA - LAS LOMAS LAS LOMAS PIURA PIURA ,,00001940,,,PIURA,,1882,,,,,,PIURA,,00001940,PUESTO DE SALUD SANTA ELENA - LAS LOMAS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PUERTA PULACHE CASERIO PUERTA PULACHE LAS LOMAS PIURA PIURA ,,00001941,,,PIURA,,1883,,,,,,PIURA,,00001941,PUESTO DE SALUD PUERTA PULACHE,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO GARABATO LAS LOMAS CASERIO GARABATO LAS LOMAS LAS LOMAS PIURA PIURA ,,00001942,,,PIURA,,1884,,,,,,PIURA,,00001942,PUESTO DE SALUD GARABATOS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CENTRO SERVICIOS PARTIDOR CENTRO SERVICIOS PARTIDOR LAS LOMAS PIURA PIURA ,,00001943,,,PIURA,,1885,,,,,,PIURA,,00001943,CENTRO DE SALUD EL PARTIDOR,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS COMUNIDAD LA MENTA COMUNIDAD LA MENTA LAS LOMAS PIURA PIURA ,,00001944,,,PIURA,,1886,,,,,,PIURA,,00001944,PUESTO SALUD LA MENTA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,JIRÓN JR. GUEPI- S/N - SUYO S/N JR. GUEPI- S/N - SUYO SUYO AYABACA PIURA ,,00001945,,,AYABACA,,1887,,,,,,PIURA,,00001945,CENTRO DE SALUD SUYO,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CHIRINOS - SUYO - AYABACA CASERIO CHIRINOS - SUYO - AYABACA SUYO AYABACA PIURA ,,00001946,,,AYABACA,,1888,,,,,,PIURA,,00001946,PUESTO DE SALUD CHIRINOS,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA SUYO AYABACA PIURA ,,00001947,,,AYABACA,,1889,,,,,,PIURA,,00001947,PUESTO DE SALUD PAMPA LARGA GUITARRAS,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LA TINA - SUYO - AYABACA CASERIO LA TINA - SUYO - AYABACA SUYO AYABACA PIURA ,,00001948,,,AYABACA,,1890,,,,,,PIURA,,00001948,PUESTO DE SALUD LA TINA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LA TIENDA - SUYO - AYABACA CASERIO LA TIENDA - SUYO - AYABACA SUYO AYABACA PIURA ,,00001949,,,AYABACA,,1891,,,,,,PIURA,,00001949,PUESTO DE SALUD LA TIENDA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SURPAMPA - SUYO - AYABACA CASERIO SURPAMPA - SUYO - AYABACA SUYO AYABACA PIURA ,,00001950,,,AYABACA,,1892,,,,,,PIURA,,00001950,SURPAMPA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SARAYUYO - SUYO- AYABACA CASERIO SARAYUYO - SUYO- AYABACA SUYO AYABACA PIURA ,,00001951,,,AYABACA,,1893,,,,,,PIURA,,00001951,PUESTO DE SALUD SARAYUYO,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS ALTURA DE PUENTE INTERNACIONAL ALTURA DE PUENTE INTERNACIONAL SUYO AYABACA PIURA ,,00001952,,,AYABACA,,1894,,,,,,PIURA,,00001952,PUESTO DE SALUD PUENTE INTERNACIONAL,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SANTA ANA DE QUIROZ- SUYO CASERIO SANTA ANA DE QUIROZ- SUYO SUYO AYABACA PIURA ,,00001953,,,AYABACA,,1895,,,,,,PIURA,,00001953,PUESTO DE SALUD SANTA ANA DE QUIROZ,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LA LAGUNA CASERIO LA LAGUNA SUYO AYABACA PIURA ,,00001954,,,AYABACA,,1896,,,,,,PIURA,,00001954,PUESTO DE SALUD LA LAGUNA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,
,CALLE CALLE LA ARENA S/N. SAPILLLICA S/N CALLE LA ARENA S/N. SAPILLLICA SAPILLICA AYABACA PIURA ,,00001955,,,AYABACA,,1897,,,,,,PIURA,,00001955,CENTRO DE SALUD SAPILLICA,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO TASAJERAS CASERIO TASAJERAS SAPILLICA AYABACA PIURA ,,00001956,,,AYABACA,,1898,,,,,,PIURA,,00001956,PUESTO DE SALUD TASAJERAS,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO COLETAS CHACHACOMAL CASERIO COLETAS CHACHACOMAL SAPILLICA AYABACA PIURA ,,00001957,,,AYABACA,,1899,,,,,,PIURA,,00001957,PUESTO DE SALUD COLETAS DE CHACHACOMAL,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO EL SAUCE -SAPILLICA CASERIO EL SAUCE -SAPILLICA SAPILLICA AYABACA PIURA ,,00001958,,,AYABACA,,1900,,,,,,PIURA,,00001958,PUESTO DE SALUD EL SAUCE - SAPILLICA,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,
,AVENIDA AV.FERNANDO BELAUNDE S/N PAIMAS S/N AV.FERNANDO BELAUNDE S/N PAIMAS PAIMAS AYABACA PIURA ,,00001959,,,AYABACA,,1901,,,,,,PIURA,,00001959,CENTRO DE SALUD PAIMAS,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LA SAUCHA -PAIMAS CASERIO LA SAUCHA -PAIMAS PAIMAS AYABACA PIURA ,,00001960,,,AYABACA,,1902,,,,,,PIURA,,00001960,PUESTO SALUD LA SAUCHA,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO TONDOPA-PAIMAS CASERIO TONDOPA-PAIMAS PAIMAS AYABACA PIURA ,,00001961,,,AYABACA,,1903,,,,,,PIURA,,00001961,PUESTO DE SALUD TONDOPA,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,
,CALLE CALLE MIRAMAR S/N- DISTRITO DE JILILI S/N CALLE MIRAMAR S/N- DISTRITO DE JILILI JILILI AYABACA PIURA ,,00001962,,,AYABACA,,1904,,,,,,PIURA,,00001962,CENTRO DE SALUD JILILI,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERÍO ANCHALAY -JILILI CASERÍO ANCHALAY -JILILI JILILI AYABACA PIURA ,,00001963,,,AYABACA,,1905,,,,,,PIURA,,00001963,PUESTO DE SALUD ANCHALAY,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CUCUYAS - JILILI CASERIO CUCUYAS - JILILI JILILI AYABACA PIURA ,,00001964,,,AYABACA,,1906,,,,,,PIURA,,00001964,CUCUYAS,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LAGUNAS S/N S/N CASERIO LAGUNAS S/N LAGUNAS AYABACA PIURA ,,00001965,,,AYABACA,,1907,,,,,,PIURA,,00001965,CENTRO DE SALUD LAGUNAS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO EL LUCUMO S/N S/N CASERIO EL LUCUMO S/N LAGUNAS AYABACA PIURA ,,00001966,,,AYABACA,,1908,,,,,,PIURA,,00001966,PUESTO SALUD EL LUCUMO,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SALVIA CASERIO SALVIA LAGUNAS AYABACA PIURA ,,00001967,,,AYABACA,,1909,,,,,,PIURA,,00001967,PUESTO DE SALUD SALVIA,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SAN JUAN DE LAGUNAS CASERIO SAN JUAN DE LAGUNAS LAGUNAS AYABACA PIURA ,,00001968,,,AYABACA,,1910,,,,,,PIURA,,00001968,PUESTO DE SALUD SAN JUAN DE LAGUNAS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PILLO S/N S/N CASERIO PILLO S/N LAGUNAS AYABACA PIURA ,,00001969,,,AYABACA,,1911,,,,,,PIURA,,00001969,PUESTO SALUD PILLO,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,
,JIRÓN JR. PIURA S/N MONTERO S/N JR. PIURA S/N MONTERO MONTERO AYABACA PIURA ,,00001970,,,AYABACA,,1912,,,,,,PIURA,,00001970,CENTRO DE SALUD MONTERO,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SICACATE - MONTERO CASERIO SICACATE - MONTERO MONTERO AYABACA PIURA ,,00001971,,,AYABACA,,1913,,,,,,PIURA,,00001971,PUESTO DE SALUD SICACATE,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO MARMAS ALTO CASERIO MARMAS ALTO MONTERO AYABACA PIURA ,,00001972,,,AYABACA,,1914,,,,,,PIURA,,00001972,PUESTO DE SALUD MARMAS ALTO,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO QUEBRADA DE AGUA MONTERO CASERIO QUEBRADA DE AGUA MONTERO MONTERO AYABACA PIURA ,,00001973,,,AYABACA,,1915,,,,,,PIURA,,00001973,PUESTO DE SALUD QUEBRADA DE AGUA,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,
,JIRÓN JR. UNION S/N SICCHEZ S/N JR. UNION S/N SICCHEZ SICCHEZ AYABACA PIURA ,,00001974,,,AYABACA,,1916,,,,,,PIURA,,00001974,CENTRO DE SALUD SICCHEZ,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO OXAHUAY - SICCHEZ CASERIO OXAHUAY - SICCHEZ SICCHEZ AYABACA PIURA ,,00001975,,,AYABACA,,1917,,,,,,PIURA,,00001975,PUESTO DE SALUD OXAHUAY,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIOI AMBASAL CASERIOI AMBASAL SICCHEZ AYABACA PIURA ,,00001976,,,AYABACA,,1918,,,,,,PIURA,,00001976,PUESTO DE SALUD AMBASAL,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,
,OTROS ZONA INDUSTRIAL AA.HH. FROILAN ALAMA ZONA INDUSTRIAL AA.HH. FROILAN ALAMA TAMBO GRANDE PIURA PIURA ,,00001977,,,PIURA,,1919,,,,,,PIURA,,00001977,CENTRO DE SALUD TAMBOGRANDE,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SAN ISIDRO CASERIO SAN ISIDRO TAMBO GRANDE PIURA PIURA ,,00001978,,,PIURA,,1920,,,,,,PIURA,,00001978,CENTRO DE SALUD SAN ISIDRO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO CRUCETA TAMBOGRANDE CASERIO CRUCETA TAMBOGRANDE TAMBO GRANDE PIURA PIURA ,,00001979,,,PIURA,,1921,,,,,,PIURA,,00001979,PUESTO DE SALUD CRUCETA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CENTRO POBLADO DE TEJEDORES CENTRO POBLADO DE TEJEDORES TAMBO GRANDE PIURA PIURA ,,00001980,,,PIURA,,1922,,,,,,PIURA,,00001980,PUESTO SALUD TEJEDORES,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO MALINGAS -TAMBOGRANDE CASERIO MALINGAS -TAMBOGRANDE TAMBO GRANDE PIURA PIURA ,,00001981,,,PIURA,,1923,,,,,,PIURA,,00001981,CENTRO DE SALUD MALINGAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO MALINGUITAS CASERIO MALINGUITAS TAMBO GRANDE PIURA PIURA ,,00001982,,,PIURA,,1924,,,,,,PIURA,,00001982,PUESTO DE SALUD MALINGUITAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PAPAYO ALGARROBO CASERIO PAPAYO ALGARROBO TAMBO GRANDE PIURA PIURA ,,00001983,,,PIURA,,1925,,,,,,PIURA,,00001983,PUESTO DE SALUD PAPAYO - EL ALGARROBO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CENTRO POBLADO SANTA ANA MZ X LOTE 59 CENTRO POBLADO SANTA ANA MZ X LOTE 59 TAMBO GRANDE PIURA PIURA ,,00001984,,,PIURA,,1926,,,,,,PIURA,,00001984,PUESTO DE SALUD SANTA ANA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LA PEÑITA - TAMBOGRANDE CASERIO LA PEÑITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA ,,00001985,,,PIURA,,1927,,,,,,PIURA,,00001985,PUESTO DE SALUD LA PEÑITA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CENTRO POBLADO CHICA ALTA CENTRO POBLADO CHICA ALTA TAMBO GRANDE PIURA PIURA ,,00001986,,,PIURA,,1928,,,,,,PIURA,,00001986,PUESTO DE SALUD CHICA ALTA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,JIRÓN SINCHI ROCA JR. INTY RAYMI SINCHI ROCA JR. INTY RAYMI TAMBO GRANDE PIURA PIURA ,,00001987,,,PIURA,,1929,,,,,,PIURA,,00001987,PUESTO DE SALUD SINCHI ROCA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LAS MONICAS CASERIO LAS MONICAS TAMBO GRANDE PIURA PIURA ,,00001988,,,PIURA,,1930,,,,,,PIURA,,00001988,PUESTO DE SALUD LAS MONICAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PEDREGAL - TAMBOGRANDE CASERIO PEDREGAL - TAMBOGRANDE TAMBO GRANDE PIURA PIURA ,,00001989,,,PIURA,,1931,,,,,,PIURA,,00001989,PUESTO DE SALUD PEDREGAL,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PALOMINOS CASERIO PALOMINOS TAMBO GRANDE PIURA PIURA ,,00001990,,,PIURA,,1932,,,,,,PIURA,,00001990,PUESTO DE SALUD PALOMINOS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO LLOQUE YUPANQUI CASERIO LLOQUE YUPANQUI TAMBO GRANDE PIURA PIURA ,,00001991,,,PIURA,,1933,,,,,,PIURA,,00001991,PUESTO DE SALUD LLOQUE YUPANQUI,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,CALLE EL PORVENIR - HUALTACO III S/N CASERIO EL PORVENIR TAMBO GRANDE PIURA PIURA ,,00001992,,,PIURA,,1934,,,,,,PIURA,,00001992,PUESTO DE SALUD EL PORVENIR,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO YAHUAR HUACA CASERIO YAHUAR HUACA TAMBO GRANDE PIURA PIURA ,,00001993,,,PIURA,,1935,,,,,,PIURA,,00001993,PUESTO SALUD YAHUAR HUACA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO OCOTO ALTO CASERIO OCOTO ALTO TAMBO GRANDE PIURA PIURA ,,00001994,,,PIURA,,1936,,,,,,PIURA,,00001994,PUESTO DE SALUD OCOTO ALTO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
