responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox
,OTROS CASERIO SAN JUAN DE LA VIRGEN CASERIO SAN JUAN DE LA VIRGEN IGNACIO ESCUDERO SULLANA PIURA,,2043,,,SULLANA,,1985,,,,,,PIURA,,2043,PUESTO DE SALUD SAN JUAN DE LA VIRGEN,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN JUAN DE LA VIRGEN, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SAN JUAN DE LA VIRGEN CASERIO SAN JUAN DE LA VIRGEN IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8439257,-80.8382833,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN JUAN DE LA VIRGEN, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:21.305180,"Puesto de Salud San Juan de la Virgen, AV. Tupac Amaru, San Francisco, San Juan de la Virgen, San Jacinto, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8440146', '-4.8438462', '-80.8383749', '-80.8381925']"
,OTROS CASERIO MONTELIMA CASERIO MONTELIMA IGNACIO ESCUDERO SULLANA PIURA,,2044,,,SULLANA,,1986,,,,,,PIURA,,2044,PUESTO DE SALUD MONTE LIMA,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MONTE LIMA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO MONTELIMA CASERIO MONTELIMA IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8608725,-80.9399291,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD MONTE LIMA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:24.600776,"Puesto de Salud Monte Lima, PI-528, San Martin, San Pedro, San Miguel, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8609811', '-4.8607638', '-80.9400306', '-80.9398276']"
,OTROS CASERIO SANTA SOFIA CASERIO SANTA SOFIA IGNACIO ESCUDERO SULLANA PIURA,,2045,,,SULLANA,,1987,,,,,,PIURA,,2045,PUESTO DE SALUD SANTA SOFIA,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA SOFIA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SANTA SOFIA CASERIO SANTA SOFIA IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8849926,-80.8254037,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SANTA SOFIA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:34.931358,"Puesto de Salud de Tangarará, PI-535, Santa Sofía, Marcavelica, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.8850426', '-4.8849426', '-80.8254537', '-80.8253537']"
,OTROS CASERIO SAN MIGUEL CASERIO SAN MIGUEL IGNACIO ESCUDERO SULLANA PIURA,,2046,,,SULLANA,,1988,,,,,,PIURA,,2046,PUESTO DE SALUD SAN MIGUEL,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN MIGUEL, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SAN MIGUEL CASERIO SAN MIGUEL IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8498601,-80.8925112,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN MIGUEL, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:37.899732,"Puesto de Salud San Miguel, PI-528, San Martin, San Pedro, San Miguel, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8499723', '-4.8497480', '-80.8927054', '-80.8923169']"
,CALLE CALLE BOLIVAR S/N AMOTAPE S/N CALLE BOLIVAR S/N AMOTAPE AMOTAPE PAITA PIURA,,2047,,,PAITA,,1989,,,,,,PIURA,,2047,PUESTO DE SALUD AMOTAPE,,AMOTAPE,200502,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD AMOTAPE, AMOTAPE, PAITA, PIURA, PERU","CALLE CALLE BOLIVAR S/N AMOTAPE S/N CALLE BOLIVAR S/N AMOTAPE AMOTAPE PAITA PIURA, AMOTAPE, PAITA, PIURA, PERU","AMOTAPE, PAITA, PIURA, PERU",-4.8868634,-81.0031178,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD AMOTAPE, AMOTAPE, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:43.046005,"Puesto de Salud El Tambo, Carretera Costanera II, Loma de los Perros, Amotape, Paita, Piura, Perú",clinic,3.9806973372961285e-05,"['-4.8869654', '-4.8867582', '-81.0032194', '-81.0030169']"
,OTROS CASERIO EL TAMBO CASERIO EL TAMBO AMOTAPE PAITA PIURA,,2048,,,PAITA,,1990,,,,,,PIURA,,2048,PUESTO DE SALUD EL TAMBO,,AMOTAPE,200502,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL TAMBO, AMOTAPE, PAITA, PIURA, PERU","OTROS CASERIO EL TAMBO CASERIO EL TAMBO AMOTAPE PAITA PIURA, AMOTAPE, PAITA, PIURA, PERU","AMOTAPE, PAITA, PIURA, PERU",-4.8868634,-81.0031178,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD EL TAMBO, AMOTAPE, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:47.661479,"Puesto de Salud El Tambo, Carretera Costanera II, Loma de los Perros, Amotape, Paita, Piura, Perú",clinic,3.9806973372961285e-05,"['-4.8869654', '-4.8867582', '-81.0032194', '-81.0030169']"
,CALLE CALLE CONSTITUCION S/N TAMARINDO S/N CALLE CONSTITUCION S/N TAMARINDO TAMARINDO PAITA PIURA,,2049,,,PAITA,,1991,,,,,,PIURA,,2049,CENTRO DE SALUD TAMARINDO,,TAMARINDO,200506,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TAMARINDO, TAMARINDO, PAITA, PIURA, PERU","CALLE CALLE CONSTITUCION S/N TAMARINDO S/N CALLE CONSTITUCION S/N TAMARINDO TAMARINDO PAITA PIURA, TAMARINDO, PAITA, PIURA, PERU","TAMARINDO, PAITA, PIURA, PERU",-4.8784025,-80.9717090,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD TAMARINDO, TAMARINDO, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:50.575151,"Centro de Salud Tamarindo, Calle Constitución, Sechurita, La Libertad, Tamarindo, Paita, Piura, Perú",clinic,3.885786221098676e-05,"['-4.8786504', '-4.8781390', '-80.9719786', '-80.9714422']"
,CALLE CALLE MIGUEL GRAU N° 525 CALLE MIGUEL GRAU N° 525 QUERECOTILLO SULLANA PIURA,,2050,,,SULLANA,,1992,,,,,,PIURA,,2050,CENTRO DE SALUD QUERECOTILLO,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD QUERECOTILLO, QUERECOTILLO, SULLANA, PIURA, PERU","CALLE CALLE MIGUEL GRAU N° 525 CALLE MIGUEL GRAU N° 525 QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.8378896,-80.6471156,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD QUERECOTILLO, QUERECOTILLO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:53.934168,"Centro de Salud - Clas Querecotillo, Carretera Sullana - El Alamor, Jose Abdulio Rivera, Vichayal, Santa Elena Baja, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.8379396', '-4.8378396', '-80.6471656', '-80.6470656']"
,OTROS CASERIO SAN FRANCISCO CHOCAN CASERIO SAN FRANCISCO CHOCAN QUERECOTILLO SULLANA PIURA,,2052,,,SULLANA,,1993,,,,,,PIURA,,2052,PUESTO DE SALUD SAN FRANCISCO DE CHOCAN,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN FRANCISCO DE CHOCAN, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO SAN FRANCISCO CHOCAN CASERIO SAN FRANCISCO CHOCAN QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7852623,-80.6101357,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN FRANCISCO DE CHOCAN, QUERECOTILLO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:57.140952,"Puesto de Salud Puente de los Serranos, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.7853123', '-4.7852123', '-80.6101857', '-80.6100857']"
,OTROS CASERIO LA PEÑA -LA HORCA CASERIO LA PEÑA -LA HORCA QUERECOTILLO SULLANA PIURA,,2053,,,SULLANA,,1994,,,,,,PIURA,,2053,PUESTO DE SALUD LA PEÑA - LA HORCA,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA PEÑA - LA HORCA, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO LA PEÑA -LA HORCA CASERIO LA PEÑA -LA HORCA QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7434023,-80.6127100,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"QUERECOTILLO, SULLANA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:11:06.203877,"Querecotillo, Sullana, Piura, Perú",administrative,0.31461790426364866,"['-4.8652950', '-4.6217402', '-80.6808261', '-80.5092579']"
,OTROS LA MARGARITA LA MARGARITA QUERECOTILLO SULLANA PIURA,,2054,,,SULLANA,,1995,,,,,,PIURA,,2054,PUESTO DE SALUD LA MARGARITA,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA MARGARITA, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS LA MARGARITA LA MARGARITA QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7434023,-80.6127100,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"QUERECOTILLO, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:11:12.430735,"Querecotillo, Sullana, Piura, Perú",administrative,0.31461790426364866,"['-4.8652950', '-4.6217402', '-80.6808261', '-80.5092579']"
,OTROS CASERIO SANTA VICTORIA CASERIO SANTA VICTORIA QUERECOTILLO SULLANA PIURA,,2055,,,SULLANA,,1996,,,,,,PIURA,,2055,PUESTO SALUD SANTA VICTORIA,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD SANTA VICTORIA, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO SANTA VICTORIA CASERIO SANTA VICTORIA QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7434023,-80.6127100,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"QUERECOTILLO, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:11:18.490901,"Querecotillo, Sullana, Piura, Perú",administrative,0.31461790426364866,"['-4.8652950', '-4.6217402', '-80.6808261', '-80.5092579']"
,OTROS CASERIO PUENTE DE LOS SERRANOS CASERIO PUENTE DE LOS SERRANOS QUERECOTILLO SULLANA PIURA,,2056,,,SULLANA,,1997,,,,,,PIURA,,2056,PUESTO DE SALUD PUENTE DE LOS SERRANOS,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PUENTE DE LOS SERRANOS, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO PUENTE DE LOS SERRANOS CASERIO PUENTE DE LOS SERRANOS QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7852623,-80.6101357,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD PUENTE DE LOS SERRANOS, QUERECOTILLO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:11:21.576535,"Puesto de Salud Puente de los Serranos, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.7853123', '-4.7852123', '-80.6101857', '-80.6100857']"
,OTROS CASERIO STA. CRUZ CASERIO STA. CRUZ QUERECOTILLO SULLANA PIURA,,2057,,,SULLANA,,1998,,,,,,PIURA,,2057,PUESTO DE SALUD SANTA CRUZ,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA CRUZ, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO STA. CRUZ CASERIO STA. CRUZ QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7434023,-80.6127100,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"QUERECOTILLO, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:11:27.152587,"Querecotillo, Sullana, Piura, Perú",administrative,0.31461790426364866,"['-4.8652950', '-4.6217402', '-80.6808261', '-80.5092579']"
,OTROS TRANSV. GALVEZ CON BOLOGNESI SALITRAL TRANSV. GALVEZ CON BOLOGNESI SALITRAL SALITRAL SULLANA PIURA,,2058,,,SULLANA,,1999,,,,,,PIURA,,2058,CENTRO DE SALUD SALITRAL,,SALITRAL,200608,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SALITRAL, SALITRAL, SULLANA, PIURA, PERU","OTROS TRANSV. GALVEZ CON BOLOGNESI SALITRAL TRANSV. GALVEZ CON BOLOGNESI SALITRAL SALITRAL SULLANA PIURA, SALITRAL, SULLANA, PIURA, PERU","SALITRAL, SULLANA, PIURA, PERU",-4.8598949,-80.6836031,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SALITRAL, SALITRAL, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:11:30.058615,"Salitral, Calle Coronel Francisco Bolognesi, Pedrera, Salitral, Sullana, Piura, 20100, Perú",clinic,3.885786221098676e-05,"['-4.8602003', '-4.8596003', '-80.6839210', '-80.6832853']"
,CALLE CALLE BOLIVAR S/N - MIRAFLORES S/N CALLE BOLIVAR S/N - MIRAFLORES SALITRAL SULLANA PIURA,,2059,,,SULLANA,,2000,,,,,,PIURA,,2059,PUESTO DE SALUD MIRAFLORES,,SALITRAL,200608,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MIRAFLORES, SALITRAL, SULLANA, PIURA, PERU","CALLE CALLE BOLIVAR S/N - MIRAFLORES S/N CALLE BOLIVAR S/N - MIRAFLORES SALITRAL SULLANA PIURA, SALITRAL, SULLANA, PIURA, PERU","SALITRAL, SULLANA, PIURA, PERU",-4.8412070,-80.6852047,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"SALITRAL, SULLANA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:11:40.190329,"Salitral, Sullana, Piura, Perú",administrative,0.306026056337308,"['-4.8931836', '-4.7893222', '-80.7009299', '-80.6563985']"
,CALLE CALLE SAN LUCAS S/N LANCONES S/N CALLE SAN LUCAS S/N LANCONES LANCONES SULLANA PIURA,,2060,,,SULLANA,,2001,,,,,,PIURA,,2060,CENTRO DE SALUD LANCONES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LANCONES, LANCONES, SULLANA, PIURA, PERU","CALLE CALLE SAN LUCAS S/N LANCONES S/N CALLE SAN LUCAS S/N LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.6409943,-80.5492339,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD LANCONES, LANCONES, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:11:43.324074,"Establecimiento de Salud Lancones, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Lancones, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.6412566', '-4.6407320', '-80.5494622', '-80.5490055']"
,OTROS CASERIO ENCUENTRO DE PILARES CASERIO ENCUENTRO DE PILARES LANCONES SULLANA PIURA,,2061,,,SULLANA,,2002,,,,,,PIURA,,2061,PUESTO DE SALUD ENCUENTRO DE PILARES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD ENCUENTRO DE PILARES, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO ENCUENTRO DE PILARES CASERIO ENCUENTRO DE PILARES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:11:52.346649,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO JAHUAY NEGRO - LANCONES CASERIO JAHUAY NEGRO - LANCONES LANCONES SULLANA PIURA,,2062,,,SULLANA,,2003,,,,,,PIURA,,2062,PUESTO DE SALUD JAHUAY NEGRO,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JAHUAY NEGRO, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO JAHUAY NEGRO - LANCONES CASERIO JAHUAY NEGRO - LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:11:58.645841,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO HUASIMAL DE LA SOLANA CASERIO HUASIMAL DE LA SOLANA LANCONES SULLANA PIURA,,2063,,,SULLANA,,2004,,,,,,PIURA,,2063,PUESTO DE SALUD HUASIMAL DE LA SOLANA,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD HUASIMAL DE LA SOLANA, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO HUASIMAL DE LA SOLANA CASERIO HUASIMAL DE LA SOLANA LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:12:05.048621,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO PLAYAS DE ROMERO CASERIO PLAYAS DE ROMERO LANCONES SULLANA PIURA,,2064,,,SULLANA,,2005,,,,,,PIURA,,2064,PUESTO DE SALUD PLAYAS DE ROMERO,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PLAYAS DE ROMERO, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO PLAYAS DE ROMERO CASERIO PLAYAS DE ROMERO LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:12:11.574881,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO EL ALAMOR - LANCONES CASERIO EL ALAMOR - LANCONES LANCONES SULLANA PIURA,,2065,,,SULLANA,,2006,,,,,,PIURA,,2065,PUESTO DE SALUD EL ALAMOR,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL ALAMOR, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO EL ALAMOR - LANCONES CASERIO EL ALAMOR - LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.7852623,-80.6101357,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD EL ALAMOR, LANCONES, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:12:14.911218,"Puesto de Salud Puente de los Serranos, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.7853123', '-4.7852123', '-80.6101857', '-80.6100857']"
,OTROS CASERIO QUEBRADA SECA CASERIO QUEBRADA SECA LANCONES SULLANA PIURA,,2066,,,SULLANA,,2007,,,,,,PIURA,,2066,PUESTO DE SALUD QUEBRADA SECA,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD QUEBRADA SECA, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO QUEBRADA SECA CASERIO QUEBRADA SECA LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:12:20.702387,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO EL PITAYO DISTRITO LANCONES PROVINCIA SULLANA DEPARTAMENTO PIURA,,2067,,,SULLANA,,2008,,,,,,PIURA,,2067,PUESTO DE SALUD EL PITAYO,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL PITAYO, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO EL PITAYO DISTRITO LANCONES PROVINCIA SULLANA DEPARTAMENTO PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:12:26.924430,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO CHILACO PELADOS CASERIO CHILACO PELADOS LANCONES SULLANA PIURA,,2068,,,SULLANA,,2009,,,,,,PIURA,,2068,PUESTO DE SALUD CHILACO PELADOS,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHILACO PELADOS, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO CHILACO PELADOS CASERIO CHILACO PELADOS LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:12:32.693125,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO PILARES CASERIO PILARES LANCONES SULLANA PIURA,,2069,,,SULLANA,,2010,,,,,,PIURA,,2069,PUESTO DE SALUD PILARES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PILARES, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO PILARES CASERIO PILARES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:12:37.814872,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
,OTROS CASERIO CHORRERA DE PULGUERAS CASERIO CHORRERA DE PULGUERAS LANCONES SULLANA PIURA,,2070,,,SULLANA,,2011,,,,,,PIURA,,2070,PUESTO DE SALUD CHORRERA DE PULGUERAS,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHORRERA DE PULGUERAS, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO CHORRERA DE PULGUERAS CASERIO CHORRERA DE PULGUERAS LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.4252883,-80.5916729,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LANCONES, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:12:43.373429,"Lancones, Sullana, Piura, Perú",administrative,0.3649233439058235,"['-4.7709981', '-4.0793275', '-80.7697597', '-80.2014805']"
