responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox
,AVENIDA AV.FERNANDO BELAUNDE S/N PAIMAS S/N AV.FERNANDO BELAUNDE S/N PAIMAS PAIMAS AYABACA PIURA,,1959,,,AYABACA,,1901,,,,,,PIURA,,1959,CENTRO DE SALUD PAIMAS,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD PAIMAS, PAIMAS, AYABACA, PIURA, PERU","AVENIDA AV.FERNANDO BELAUNDE S/N PAIMAS S/N AV.FERNANDO BELAUNDE S/N PAIMAS PAIMAS AYABACA PIURA, PAIMAS, AYABACA, PIURA, PERU","PAIMAS, AYABACA, PIURA, PERU",-4.6248621,-79.9474502,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD PAIMAS, PAIMAS, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:03:46.974660,"Establecimiento de Salud Paimas, Avenida Belaúnde Terry, Paimitas, Paimas, Ayabaca, Piura, Perú",clinic,4.0000762951049326e-05,"['-4.6250879', '-4.6246842', '-79.9476970', '-79.9472067']"
,OTROS CASERIO LA SAUCHA -PAIMAS CASERIO LA SAUCHA -PAIMAS PAIMAS AYABACA PIURA,,1960,,,AYABACA,,1902,,,,,,PIURA,,1960,PUESTO SALUD LA SAUCHA,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD LA SAUCHA, PAIMAS, AYABACA, PIURA, PERU","OTROS CASERIO LA SAUCHA -PAIMAS CASERIO LA SAUCHA -PAIMAS PAIMAS AYABACA PIURA, PAIMAS, AYABACA, PIURA, PERU","PAIMAS, AYABACA, PIURA, PERU",-4.6534463,-80.0176435,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"PAIMAS, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:04:02.046855,"Paimas, Ayabaca, Piura, Perú",administrative,0.3245597611328047,"['-4.7426463', '-4.5645567', '-80.1534199', '-79.8770704']"
,OTROS CASERIO TONDOPA-PAIMAS CASERIO TONDOPA-PAIMAS PAIMAS AYABACA PIURA,,1961,,,AYABACA,,1903,,,,,,PIURA,,1961,PUESTO DE SALUD TONDOPA,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TONDOPA, PAIMAS, AYABACA, PIURA, PERU","OTROS CASERIO TONDOPA-PAIMAS CASERIO TONDOPA-PAIMAS PAIMAS AYABACA PIURA, PAIMAS, AYABACA, PIURA, PERU","PAIMAS, AYABACA, PIURA, PERU",-4.6534463,-80.0176435,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"PAIMAS, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:04:07.212344,"Paimas, Ayabaca, Piura, Perú",administrative,0.3245597611328047,"['-4.7426463', '-4.5645567', '-80.1534199', '-79.8770704']"
,CALLE CALLE MIRAMAR S/N- DISTRITO DE JILILI S/N CALLE MIRAMAR S/N- DISTRITO DE JILILI JILILI AYABACA PIURA,,1962,,,AYABACA,,1904,,,,,,PIURA,,1962,CENTRO DE SALUD JILILI,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD JILILI, JILILI, AYABACA, PIURA, PERU","CALLE CALLE MIRAMAR S/N- DISTRITO DE JILILI S/N CALLE MIRAMAR S/N- DISTRITO DE JILILI JILILI AYABACA PIURA, JILILI, AYABACA, PIURA, PERU","JILILI, AYABACA, PIURA, PERU",-4.5839372,-79.7979262,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD JILILI, JILILI, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:04:09.962554,"Jilili, Calle Miramar, Miramar, Jililí, Ayabaca, Piura, Perú",clinic,4.0000762951049326e-05,"['-4.5839872', '-4.5838872', '-79.7979762', '-79.7978762']"
,OTROS CASERÍO ANCHALAY -JILILI CASERÍO ANCHALAY -JILILI JILILI AYABACA PIURA,,1963,,,AYABACA,,1905,,,,,,PIURA,,1963,PUESTO DE SALUD ANCHALAY,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD ANCHALAY, JILILI, AYABACA, PIURA, PERU","OTROS CASERÍO ANCHALAY -JILILI CASERÍO ANCHALAY -JILILI JILILI AYABACA PIURA, JILILI, AYABACA, PIURA, PERU","JILILI, AYABACA, PIURA, PERU",-4.5301230,-79.8341286,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"JILILI, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:04:17.617756,"Jililí, Ayabaca, Piura, Perú",administrative,0.3151525238377993,"['-4.6100371', '-4.4501634', '-79.8786485', '-79.7814101']"
,OTROS CASERIO CUCUYAS - JILILI CASERIO CUCUYAS - JILILI JILILI AYABACA PIURA,,1964,,,AYABACA,,1906,,,,,,PIURA,,1964,CUCUYAS,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,,"CUCUYAS, JILILI, AYABACA, PIURA, PERU","OTROS CASERIO CUCUYAS - JILILI CASERIO CUCUYAS - JILILI JILILI AYABACA PIURA, JILILI, AYABACA, PIURA, PERU","JILILI, AYABACA, PIURA, PERU",-4.4701370,-79.8431105,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CUCUYAS, JILILI, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:04:20.327584,"Cucuyas, Jililí, Ayabaca, Piura, Perú",village,0.14671166781109327,"['-4.4901370', '-4.4501370', '-79.8631105', '-79.8231105']"
,OTROS CASERIO LAGUNAS S/N S/N CASERIO LAGUNAS S/N LAGUNAS AYABACA PIURA,,1965,,,AYABACA,,1907,,,,,,PIURA,,1965,CENTRO DE SALUD LAGUNAS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LAGUNAS, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO LAGUNAS S/N S/N CASERIO LAGUNAS S/N LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",-4.7893312,-79.8447552,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD LAGUNAS, LAGUNAS, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:04:23.114323,"Lagunas, PI-538, Yapango Bajo, Lagunas, Ayabaca, Piura, Perú",clinic,4.0000762951049326e-05,"['-4.7893812', '-4.7892812', '-79.8448052', '-79.8447052']"
,OTROS CASERIO EL LUCUMO S/N S/N CASERIO EL LUCUMO S/N LAGUNAS AYABACA PIURA,,1966,,,AYABACA,,1908,,,,,,PIURA,,1966,PUESTO SALUD EL LUCUMO,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD EL LUCUMO, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO EL LUCUMO S/N S/N CASERIO EL LUCUMO S/N LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",-4.7830205,-79.8468326,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAGUNAS, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:04:31.090347,"Lagunas, Ayabaca, Piura, Perú",administrative,0.33478681080244976,"['-4.8794297', '-4.6869395', '-79.9201934', '-79.7695879']"
,OTROS CASERIO SALVIA CASERIO SALVIA LAGUNAS AYABACA PIURA,,1967,,,AYABACA,,1909,,,,,,PIURA,,1967,PUESTO DE SALUD SALVIA,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SALVIA, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO SALVIA CASERIO SALVIA LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",-4.7830205,-79.8468326,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAGUNAS, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:04:36.532816,"Lagunas, Ayabaca, Piura, Perú",administrative,0.33478681080244976,"['-4.8794297', '-4.6869395', '-79.9201934', '-79.7695879']"
,OTROS CASERIO SAN JUAN DE LAGUNAS CASERIO SAN JUAN DE LAGUNAS LAGUNAS AYABACA PIURA,,1968,,,AYABACA,,1910,,,,,,PIURA,,1968,PUESTO DE SALUD SAN JUAN DE LAGUNAS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN JUAN DE LAGUNAS, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO SAN JUAN DE LAGUNAS CASERIO SAN JUAN DE LAGUNAS LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",-4.7830205,-79.8468326,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAGUNAS, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:04:42.266423,"Lagunas, Ayabaca, Piura, Perú",administrative,0.33478681080244976,"['-4.8794297', '-4.6869395', '-79.9201934', '-79.7695879']"
,OTROS CASERIO PILLO S/N S/N CASERIO PILLO S/N LAGUNAS AYABACA PIURA,,1969,,,AYABACA,,1911,,,,,,PIURA,,1969,PUESTO SALUD PILLO,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD PILLO, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO PILLO S/N S/N CASERIO PILLO S/N LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",-4.7830205,-79.8468326,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAGUNAS, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:04:47.697029,"Lagunas, Ayabaca, Piura, Perú",administrative,0.33478681080244976,"['-4.8794297', '-4.6869395', '-79.9201934', '-79.7695879']"
,JIRÓN JR. PIURA S/N MONTERO S/N JR. PIURA S/N MONTERO MONTERO AYABACA PIURA,,1970,,,AYABACA,,1912,,,,,,PIURA,,1970,CENTRO DE SALUD MONTERO,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MONTERO, MONTERO, AYABACA, PIURA, PERU","JIRÓN JR. PIURA S/N MONTERO S/N JR. PIURA S/N MONTERO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",-4.6297071,-79.8247958,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD MONTERO, MONTERO, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:04:50.604387,"Montero, PI-635, Montero, Ayabaca, Piura, Perú",clinic,4.0000762951049326e-05,"['-4.6298421', '-4.6295566', '-79.8249987', '-79.8245911']"
,OTROS CASERIO SICACATE - MONTERO CASERIO SICACATE - MONTERO MONTERO AYABACA PIURA,,1971,,,AYABACA,,1913,,,,,,PIURA,,1971,PUESTO DE SALUD SICACATE,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SICACATE, MONTERO, AYABACA, PIURA, PERU","OTROS CASERIO SICACATE - MONTERO CASERIO SICACATE - MONTERO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",-4.6470498,-79.8502482,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"MONTERO, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:04:58.986465,"Montero, Ayabaca, Piura, Perú",administrative,0.32858433646820545,"['-4.7109121', '-4.5830430', '-79.9087559', '-79.7628085']"
,OTROS CASERIO MARMAS ALTO CASERIO MARMAS ALTO MONTERO AYABACA PIURA,,1972,,,AYABACA,,1914,,,,,,PIURA,,1972,PUESTO DE SALUD MARMAS ALTO,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MARMAS ALTO, MONTERO, AYABACA, PIURA, PERU","OTROS CASERIO MARMAS ALTO CASERIO MARMAS ALTO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",-4.6470498,-79.8502482,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"MONTERO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:05:04.534276,"Montero, Ayabaca, Piura, Perú",administrative,0.32858433646820545,"['-4.7109121', '-4.5830430', '-79.9087559', '-79.7628085']"
,OTROS CASERIO QUEBRADA DE AGUA MONTERO CASERIO QUEBRADA DE AGUA MONTERO MONTERO AYABACA PIURA,,1973,,,AYABACA,,1915,,,,,,PIURA,,1973,PUESTO DE SALUD QUEBRADA DE AGUA,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD QUEBRADA DE AGUA, MONTERO, AYABACA, PIURA, PERU","OTROS CASERIO QUEBRADA DE AGUA MONTERO CASERIO QUEBRADA DE AGUA MONTERO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",-4.6470498,-79.8502482,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"MONTERO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:05:09.413667,"Montero, Ayabaca, Piura, Perú",administrative,0.32858433646820545,"['-4.7109121', '-4.5830430', '-79.9087559', '-79.7628085']"
,JIRÓN JR. UNION S/N SICCHEZ S/N JR. UNION S/N SICCHEZ SICCHEZ AYABACA PIURA,,1974,,,AYABACA,,1916,,,,,,PIURA,,1974,CENTRO DE SALUD SICCHEZ,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SICCHEZ, SICCHEZ, AYABACA, PIURA, PERU","JIRÓN JR. UNION S/N SICCHEZ S/N JR. UNION S/N SICCHEZ SICCHEZ AYABACA PIURA, SICCHEZ, AYABACA, PIURA, PERU","SICCHEZ, AYABACA, PIURA, PERU",-4.5689777,-79.7637740,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SICCHEZ, SICCHEZ, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:05:12.080016,"Sicchez, Calle Bolívar, La Pampa, Sícchez, Ayabaca, Piura, Perú",clinic,4.0000762951049326e-05,"['-4.5691505', '-4.5688350', '-79.7639447', '-79.7635956']"
,OTROS CASERIO OXAHUAY - SICCHEZ CASERIO OXAHUAY - SICCHEZ SICCHEZ AYABACA PIURA,,1975,,,AYABACA,,1917,,,,,,PIURA,,1975,PUESTO DE SALUD OXAHUAY,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD OXAHUAY, SICCHEZ, AYABACA, PIURA, PERU","OTROS CASERIO OXAHUAY - SICCHEZ CASERIO OXAHUAY - SICCHEZ SICCHEZ AYABACA PIURA, SICCHEZ, AYABACA, PIURA, PERU","SICCHEZ, AYABACA, PIURA, PERU",-4.5694091,-79.7777647,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"SICCHEZ, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:05:19.784607,"Sícchez, Ayabaca, Piura, Perú",administrative,0.31353539144981896,"['-4.6175450', '-4.5215801', '-79.8059297', '-79.7448841']"
,OTROS CASERIOI AMBASAL CASERIOI AMBASAL SICCHEZ AYABACA PIURA,,1976,,,AYABACA,,1918,,,,,,PIURA,,1976,PUESTO DE SALUD AMBASAL,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD AMBASAL, SICCHEZ, AYABACA, PIURA, PERU","OTROS CASERIOI AMBASAL CASERIOI AMBASAL SICCHEZ AYABACA PIURA, SICCHEZ, AYABACA, PIURA, PERU","SICCHEZ, AYABACA, PIURA, PERU",-4.5694091,-79.7777647,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SICCHEZ, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:05:25.347325,"Sícchez, Ayabaca, Piura, Perú",administrative,0.31353539144981896,"['-4.6175450', '-4.5215801', '-79.8059297', '-79.7448841']"
,OTROS ZONA INDUSTRIAL AA.HH. FROILAN ALAMA ZONA INDUSTRIAL AA.HH. FROILAN ALAMA TAMBO GRANDE PIURA PIURA,,1977,,,PIURA,,1919,,,,,,PIURA,,1977,CENTRO DE SALUD TAMBOGRANDE,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TAMBOGRANDE, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS ZONA INDUSTRIAL AA.HH. FROILAN ALAMA ZONA INDUSTRIAL AA.HH. FROILAN ALAMA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9348207,-80.3415011,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD TAMBOGRANDE, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:05:27.952823,"Centro Medico Essalud Tambogrande, 352, Jirón Lima, Froilan Alama, Santa Cruz, Tambogrande, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.9349072', '-4.9347343', '-80.3416271', '-80.3413750']"
,OTROS CASERIO SAN ISIDRO CASERIO SAN ISIDRO TAMBO GRANDE PIURA PIURA,,1978,,,PIURA,,1920,,,,,,PIURA,,1978,CENTRO DE SALUD SAN ISIDRO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SAN ISIDRO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO SAN ISIDRO CASERIO SAN ISIDRO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.7939134,-80.2736569,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SAN ISIDRO, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:05:31.172429,"San Isidro, PI-762, Santa Catalina, San Isidro, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.7943016', '-4.7936515', '-80.2739748', '-80.2733566']"
,OTROS CASERIO CRUCETA TAMBOGRANDE CASERIO CRUCETA TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1979,,,PIURA,,1921,,,,,,PIURA,,1979,PUESTO DE SALUD CRUCETA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CRUCETA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO CRUCETA TAMBOGRANDE CASERIO CRUCETA TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:05:39.082761,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CENTRO POBLADO DE TEJEDORES CENTRO POBLADO DE TEJEDORES TAMBO GRANDE PIURA PIURA,,1980,,,PIURA,,1922,,,,,,PIURA,,1980,PUESTO SALUD TEJEDORES,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD TEJEDORES, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO DE TEJEDORES CENTRO POBLADO DE TEJEDORES TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:05:44.317798,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO MALINGAS -TAMBOGRANDE CASERIO MALINGAS -TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1981,,,PIURA,,1923,,,,,,PIURA,,1981,CENTRO DE SALUD MALINGAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MALINGAS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO MALINGAS -TAMBOGRANDE CASERIO MALINGAS -TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:05:49.748602,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO MALINGUITAS CASERIO MALINGUITAS TAMBO GRANDE PIURA PIURA,,1982,,,PIURA,,1924,,,,,,PIURA,,1982,PUESTO DE SALUD MALINGUITAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALINGUITAS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO MALINGUITAS CASERIO MALINGUITAS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:05:55.305537,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO PAPAYO ALGARROBO CASERIO PAPAYO ALGARROBO TAMBO GRANDE PIURA PIURA,,1983,,,PIURA,,1925,,,,,,PIURA,,1983,PUESTO DE SALUD PAPAYO - EL ALGARROBO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PAPAYO - EL ALGARROBO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PAPAYO ALGARROBO CASERIO PAPAYO ALGARROBO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:00.432353,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CENTRO POBLADO SANTA ANA MZ X LOTE 59 CENTRO POBLADO SANTA ANA MZ X LOTE 59 TAMBO GRANDE PIURA PIURA,,1984,,,PIURA,,1926,,,,,,PIURA,,1984,PUESTO DE SALUD SANTA ANA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA ANA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO SANTA ANA MZ X LOTE 59 CENTRO POBLADO SANTA ANA MZ X LOTE 59 TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:05.812329,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO LA PEÑITA - TAMBOGRANDE CASERIO LA PEÑITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1985,,,PIURA,,1927,,,,,,PIURA,,1985,PUESTO DE SALUD LA PEÑITA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA PEÑITA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LA PEÑITA - TAMBOGRANDE CASERIO LA PEÑITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:11.303132,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CENTRO POBLADO CHICA ALTA CENTRO POBLADO CHICA ALTA TAMBO GRANDE PIURA PIURA,,1986,,,PIURA,,1928,,,,,,PIURA,,1986,PUESTO DE SALUD CHICA ALTA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHICA ALTA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO CHICA ALTA CENTRO POBLADO CHICA ALTA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.8903579,-80.4146409,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD CHICA ALTA, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:06:14.052792,"Puesto de Salud Chica Alta, Carretera Panamericana Norte, Atahualpa, Huascar, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8904079', '-4.8903079', '-80.4146909', '-80.4145909']"
